customer_id,customer_name,age,gender,city,signup_year
CUST0100,Customer_100,32,Female,Pune,2019
CUST0101,Customer_101,62,Male,Hyderabad,2024
CUST0102,Customer_102,18,Male,Pune,2021
CUST0103,Customer_103,42,Male,Ahmedabad,2022
CUST0104,Customer_104,24,Male,Bangalore,2019
CUST0105,Customer_105,26,Male,Kolkata,2020
CUST0106,Customer_106,41,Female,Chennai,2019
CUST0107,Customer_107,18,Female,Mumbai,2022
CUST0108,Customer_108,61,Male,Kolkata,2023
CUST0109,Customer_109,25,Male,Kolkata,2023
CUST0110,Customer_110,41,Male,Mumbai,2024
CUST0111,Customer_111,28,Female,Jaipur,2021
CUST0112,Customer_112,68,Male,Chennai,2022
CUST0113,Customer_113,34,Female,Delhi,2024
CUST0114,Customer_114,25,Male,Pune,2019
CUST0115,Customer_115,52,Female,Hyderabad,2019
CUST0116,Customer_116,52,Female,Kolkata,2023
CUST0117,Customer_117,50,Male,Ahmedabad,2024
CUST0118,Customer_118,22,Female,Mumbai,2023
CUST0119,Customer_119,59,Male,Pune,2020
CUST0120,Customer_120,56,Female,Bangalore,2023
CUST0121,Customer_121,58,Male,Mumbai,2020
CUST0122,Customer_122,45,Female,Bangalore,2019
CUST0123,Customer_123,24,Female,Chennai,2024
CUST0124,Customer_124,26,Female,Kolkata,2020
CUST0125,Customer_125,25,Female,Ahmedabad,2024
CUST0126,Customer_126,29,Male,Hyderabad,2024
CUST0127,Customer_127,51,Male,Bangalore,2020
CUST0128,Customer_128,50,Male,Pune,2021
CUST0129,Customer_129,65,Male,Jaipur,2023
CUST0130,Customer_130,40,Female,Chennai,2020
CUST0131,Customer_131,41,Male,Jaipur,2019
CUST0132,Customer_132,54,Female,Chennai,2024
CUST0133,Customer_133,52,Female,Delhi,2022
CUST0134,Customer_134,61,Female,Pune,2020
CUST0135,Customer_135,57,Male,Jaipur,2023
CUST0136,Customer_136,39,Female,Ahmedabad,2024
CUST0137,Customer_137,44,Female,Kolkata,2021
CUST0138,Customer_138,52,Male,Mumbai,2019
CUST0139,Customer_139,18,Female,Hyderabad,2021
CUST0140,Customer_140,52,Female,Kolkata,2022
CUST0141,Customer_141,54,Male,Kolkata,2020
CUST0142,Customer_142,64,Male,Chennai,2024
CUST0143,Customer_143,31,Male,Ahmedabad,2020
CUST0144,Customer_144,20,Male,Chennai,2023
CUST0145,Customer_145,18,Male,Surat,2020
CUST0146,Customer_146,22,Male,Bangalore,2019
CUST0147,Customer_147,43,Male,Hyderabad,2022
CUST0148,Customer_148,31,Male,Bangalore,2021
CUST0149,Customer_149,56,Female,Mumbai,2022
CUST0150,Customer_150,44,Female,Surat,2024
CUST0151,Customer_151,26,Female,Pune,2020
CUST0152,Customer_152,32,Male,Mumbai,2024
CUST0153,Customer_153,32,Male,Mumbai,2021
CUST0154,Customer_154,43,Male,Delhi,2024
CUST0155,Customer_155,59,Male,Hyderabad,2023
CUST0156,Customer_156,30,Male,Chennai,2022
CUST0157,Customer_157,68,Female,Ahmedabad,2021
CUST0158,Customer_158,49,Male,Bangalore,2021
CUST0159,Customer_159,56,Female,Mumbai,2021
CUST0160,Customer_160,66,Female,Bangalore,2019
CUST0161,Customer_161,69,Male,Bangalore,2022
CUST0162,Customer_162,49,Male,Pune,2024
CUST0163,Customer_163,21,Female,Hyderabad,2021
CUST0164,Customer_164,47,Male,Hyderabad,2022
CUST0165,Customer_165,54,Male,Jaipur,2021
CUST0166,Customer_166,40,Female,Kolkata,2023
CUST0167,Customer_167,56,Male,Hyderabad,2023
CUST0168,Customer_168,62,Female,Bangalore,2023
CUST0169,Customer_169,32,Female,Chennai,2020
CUST0170,Customer_170,60,Male,Bangalore,2021
CUST0171,Customer_171,46,Male,Chennai,2020
CUST0172,Customer_172,53,Male,Jaipur,2022
CUST0173,Customer_173,30,Male,Chennai,2020
CUST0174,Customer_174,49,Male,Hyderabad,2022
CUST0175,Customer_175,24,Female,Pune,2022
CUST0176,Customer_176,68,Male,Chennai,2022
CUST0177,Customer_177,39,Male,Bangalore,2024
CUST0178,Customer_178,45,Female,Ahmedabad,2020
CUST0179,Customer_179,19,Female,Hyderabad,2024
CUST0180,Customer_180,59,Female,Ahmedabad,2021
CUST0181,Customer_181,62,Male,Surat,2020
CUST0182,Customer_182,23,Female,Surat,2021
CUST0183,Customer_183,45,Male,Bangalore,2021
CUST0184,Customer_184,45,Male,Surat,2022
CUST0185,Customer_185,61,Male,Kolkata,2020
CUST0186,Customer_186,61,Female,Jaipur,2021
CUST0187,Customer_187,37,Male,Hyderabad,2023
CUST0188,Customer_188,47,Male,Ahmedabad,2021
CUST0189,Customer_189,28,Male,Bangalore,2023
CUST0190,Customer_190,45,Male,Kolkata,2020
CUST0191,Customer_191,42,Female,Bangalore,2024
CUST0192,Customer_192,56,Female,Kolkata,2020
CUST0193,Customer_193,50,Female,Surat,2024
CUST0194,Customer_194,18,Male,Surat,2024
CUST0195,Customer_195,44,Male,Chennai,2020
CUST0196,Customer_196,69,Male,Delhi,2021
CUST0197,Customer_197,30,Male,Bangalore,2019
CUST0198,Customer_198,58,Male,Chennai,2021
CUST0199,Customer_199,20,Female,Hyderabad,2021
CUST0200,Customer_200,56,Male,Chennai,2022
CUST0201,Customer_201,23,Male,Mumbai,2022
CUST0202,Customer_202,25,Male,Surat,2021
CUST0203,Customer_203,44,Male,Mumbai,2023
CUST0204,Customer_204,26,Male,Bangalore,2024
CUST0205,Customer_205,54,Female,Ahmedabad,2022
CUST0206,Customer_206,50,Female,Ahmedabad,2021
CUST0207,Customer_207,68,Female,Hyderabad,2019
CUST0208,Customer_208,59,Male,Chennai,2023
CUST0209,Customer_209,61,Male,Ahmedabad,2020
CUST0210,Customer_210,41,Female,Kolkata,2021
CUST0211,Customer_211,32,Male,Kolkata,2021
CUST0212,Customer_212,49,Female,Hyderabad,2024
CUST0213,Customer_213,49,Male,Jaipur,2023
CUST0214,Customer_214,41,Male,Surat,2022
CUST0215,Customer_215,58,Male,Chennai,2022
CUST0216,Customer_216,69,Male,Bangalore,2022
CUST0217,Customer_217,66,Female,Pune,2020
CUST0218,Customer_218,66,Male,Pune,2023
CUST0219,Customer_219,69,Male,Pune,2023
CUST0220,Customer_220,29,Male,Ahmedabad,2022
CUST0221,Customer_221,56,Male,Jaipur,2022
CUST0222,Customer_222,19,Female,Jaipur,2024
CUST0223,Customer_223,20,Female,Chennai,2019
CUST0224,Customer_224,66,Female,Chennai,2019
CUST0225,Customer_225,54,Female,Jaipur,2021
CUST0226,Customer_226,66,Male,Hyderabad,2021
CUST0227,Customer_227,34,Female,Chennai,2023
CUST0228,Customer_228,66,Male,Hyderabad,2023
CUST0229,Customer_229,19,Male,Mumbai,2020
CUST0230,Customer_230,19,Female,Kolkata,2020
CUST0231,Customer_231,45,Male,Surat,2019
CUST0232,Customer_232,40,Female,Chennai,2021
CUST0233,Customer_233,54,Male,Jaipur,2019
CUST0234,Customer_234,49,Female,Kolkata,2019
CUST0235,Customer_235,50,Female,Kolkata,2021
CUST0236,Customer_236,18,Female,Delhi,2020
CUST0237,Customer_237,36,Female,Jaipur,2024
CUST0238,Customer_238,19,Female,Surat,2024
CUST0239,Customer_239,61,Male,Jaipur,2024
CUST0240,Customer_240,43,Male,Chennai,2021
CUST0241,Customer_241,49,Male,Bangalore,2022
CUST0242,Customer_242,23,Female,Mumbai,2022
CUST0243,Customer_243,49,Male,Hyderabad,2022
CUST0244,Customer_244,21,Female,Bangalore,2023
CUST0245,Customer_245,28,Male,Mumbai,2020
CUST0246,Customer_246,34,Male,Bangalore,2020
CUST0247,Customer_247,55,Female,Hyderabad,2023
CUST0248,Customer_248,41,Male,Ahmedabad,2019
CUST0249,Customer_249,22,Male,Jaipur,2024
CUST0250,Customer_250,69,Male,Bangalore,2022
CUST0251,Customer_251,51,Female,Chennai,2024
CUST0252,Customer_252,23,Female,Surat,2022
CUST0253,Customer_253,39,Male,Pune,2024
CUST0254,Customer_254,28,Male,Chennai,2019
CUST0255,Customer_255,65,Male,Hyderabad,2024
CUST0256,Customer_256,33,Female,Surat,2024
CUST0257,Customer_257,50,Female,Chennai,2021
CUST0258,Customer_258,26,Male,Kolkata,2024
CUST0259,Customer_259,23,Male,Jaipur,2021
CUST0260,Customer_260,33,Male,Surat,2020
CUST0261,Customer_261,46,Female,Kolkata,2023
CUST0262,Customer_262,20,Female,Chennai,2024
CUST0263,Customer_263,37,Male,Mumbai,2020
CUST0264,Customer_264,53,Male,Delhi,2021
CUST0265,Customer_265,36,Male,Mumbai,2024
CUST0266,Customer_266,43,Female,Jaipur,2024
CUST0267,Customer_267,20,Male,Surat,2019
CUST0268,Customer_268,36,Female,Surat,2020
CUST0269,Customer_269,37,Female,Jaipur,2022
CUST0270,Customer_270,49,Male,Kolkata,2022
CUST0271,Customer_271,24,Male,Delhi,2019
CUST0272,Customer_272,69,Male,Chennai,2021
CUST0273,Customer_273,58,Female,Hyderabad,2022
CUST0274,Customer_274,50,Female,Mumbai,2022
CUST0275,Customer_275,57,Female,Mumbai,2023
CUST0276,Customer_276,56,Male,Pune,2020
CUST0277,Customer_277,35,Male,Delhi,2021
CUST0278,Customer_278,57,Female,Hyderabad,2024
CUST0279,Customer_279,18,Female,Mumbai,2020
CUST0280,Customer_280,28,Male,Hyderabad,2021
CUST0281,Customer_281,45,Female,Chennai,2022
CUST0282,Customer_282,42,Female,Surat,2023
CUST0283,Customer_283,67,Female,Hyderabad,2020
CUST0284,Customer_284,40,Female,Mumbai,2022
CUST0285,Customer_285,48,Female,Kolkata,2021
CUST0286,Customer_286,47,Female,Delhi,2020
CUST0287,Customer_287,59,Male,Jaipur,2024
CUST0288,Customer_288,52,Male,Bangalore,2020
CUST0289,Customer_289,24,Female,Ahmedabad,2022
CUST0290,Customer_290,33,Male,Ahmedabad,2020
CUST0291,Customer_291,43,Male,Bangalore,2024
CUST0292,Customer_292,65,Male,Hyderabad,2023
CUST0293,Customer_293,69,Male,Delhi,2023
CUST0294,Customer_294,66,Female,Hyderabad,2022
CUST0295,Customer_295,19,Female,Jaipur,2021
CUST0296,Customer_296,18,Male,Delhi,2022
CUST0297,Customer_297,65,Male,Bangalore,2023
CUST0298,Customer_298,29,Male,Hyderabad,2019
CUST0299,Customer_299,22,Female,Pune,2019
CUST0300,Customer_300,54,Female,Mumbai,2020
CUST0301,Customer_301,49,Male,Kolkata,2024
CUST0302,Customer_302,26,Female,Surat,2020
CUST0303,Customer_303,58,Female,Kolkata,2019
CUST0304,Customer_304,52,Female,Jaipur,2023
CUST0305,Customer_305,36,Female,Hyderabad,2020
CUST0306,Customer_306,65,Male,Chennai,2022
CUST0307,Customer_307,33,Female,Delhi,2024
CUST0308,Customer_308,20,Male,Hyderabad,2022
CUST0309,Customer_309,37,Female,Delhi,2024
CUST0310,Customer_310,41,Female,Surat,2023
CUST0311,Customer_311,50,Female,Pune,2020
CUST0312,Customer_312,41,Female,Kolkata,2024
CUST0313,Customer_313,69,Male,Mumbai,2022
CUST0314,Customer_314,28,Female,Surat,2020
CUST0315,Customer_315,66,Female,Surat,2020
CUST0316,Customer_316,25,Female,Kolkata,2022
CUST0317,Customer_317,53,Male,Surat,2019
CUST0318,Customer_318,55,Male,Chennai,2024
CUST0319,Customer_319,57,Male,Chennai,2022
CUST0320,Customer_320,37,Female,Ahmedabad,2023
CUST0321,Customer_321,52,Female,Ahmedabad,2021
CUST0322,Customer_322,65,Male,Chennai,2022
CUST0323,Customer_323,42,Male,Bangalore,2020
CUST0324,Customer_324,52,Female,Pune,2020
CUST0325,Customer_325,42,Female,Delhi,2022
CUST0326,Customer_326,46,Female,Pune,2021
CUST0327,Customer_327,35,Female,Jaipur,2022
CUST0328,Customer_328,63,Male,Surat,2021
CUST0329,Customer_329,35,Male,Mumbai,2021
CUST0330,Customer_330,19,Female,Surat,2023
CUST0331,Customer_331,52,Female,Pune,2024
CUST0332,Customer_332,33,Female,Chennai,2020
CUST0333,Customer_333,58,Female,Kolkata,2020
CUST0334,Customer_334,53,Female,Jaipur,2021
CUST0335,Customer_335,50,Male,Chennai,2020
CUST0336,Customer_336,21,Male,Pune,2019
CUST0337,Customer_337,50,Male,Kolkata,2021
CUST0338,Customer_338,31,Male,Mumbai,2020
CUST0339,Customer_339,38,Female,Pune,2019
CUST0340,Customer_340,65,Female,Delhi,2023
CUST0341,Customer_341,37,Male,Hyderabad,2020
CUST0342,Customer_342,25,Male,Kolkata,2019
CUST0343,Customer_343,24,Female,Pune,2022
CUST0344,Customer_344,20,Male,Chennai,2024
CUST0345,Customer_345,34,Female,Delhi,2022
CUST0346,Customer_346,50,Female,Bangalore,2019
CUST0347,Customer_347,65,Female,Kolkata,2021
CUST0348,Customer_348,29,Male,Delhi,2021
CUST0349,Customer_349,68,Male,Chennai,2020
CUST0350,Customer_350,39,Female,Pune,2022
CUST0351,Customer_351,39,Female,Surat,2021
CUST0352,Customer_352,63,Male,Mumbai,2021
CUST0353,Customer_353,47,Female,Surat,2022
CUST0354,Customer_354,55,Male,Hyderabad,2023
CUST0355,Customer_355,55,Female,Delhi,2021
CUST0356,Customer_356,62,Male,Hyderabad,2024
CUST0357,Customer_357,68,Female,Mumbai,2019
CUST0358,Customer_358,25,Male,Delhi,2020
CUST0359,Customer_359,44,Male,Ahmedabad,2021
CUST0360,Customer_360,44,Male,Chennai,2024
CUST0361,Customer_361,51,Male,Delhi,2024
CUST0362,Customer_362,38,Female,Chennai,2021
CUST0363,Customer_363,47,Female,Surat,2023
CUST0364,Customer_364,50,Male,Jaipur,2019
CUST0365,Customer_365,45,Male,Kolkata,2020
CUST0366,Customer_366,64,Female,Jaipur,2021
CUST0367,Customer_367,50,Female,Pune,2020
CUST0368,Customer_368,22,Female,Kolkata,2022
CUST0369,Customer_369,65,Male,Kolkata,2024
CUST0370,Customer_370,36,Male,Bangalore,2024
CUST0371,Customer_371,21,Female,Kolkata,2021
CUST0372,Customer_372,52,Male,Mumbai,2021
CUST0373,Customer_373,66,Female,Jaipur,2022
CUST0374,Customer_374,34,Male,Surat,2023
CUST0375,Customer_375,61,Female,Chennai,2021
CUST0376,Customer_376,45,Male,Pune,2024
CUST0377,Customer_377,47,Female,Kolkata,2020
CUST0378,Customer_378,46,Male,Pune,2019
CUST0379,Customer_379,63,Female,Surat,2020
CUST0380,Customer_380,23,Male,Pune,2023
CUST0381,Customer_381,52,Female,Surat,2019
CUST0382,Customer_382,58,Female,Kolkata,2020
CUST0383,Customer_383,54,Female,Surat,2020
CUST0384,Customer_384,41,Female,Kolkata,2022
CUST0385,Customer_385,46,Female,Bangalore,2023
CUST0386,Customer_386,66,Female,Bangalore,2024
CUST0387,Customer_387,63,Male,Surat,2022
CUST0388,Customer_388,48,Female,Bangalore,2019
CUST0389,Customer_389,52,Male,Chennai,2024
CUST0390,Customer_390,50,Male,Chennai,2022
CUST0391,Customer_391,69,Male,Bangalore,2023
CUST0392,Customer_392,38,Male,Bangalore,2021
CUST0393,Customer_393,49,Female,Ahmedabad,2021
CUST0394,Customer_394,40,Female,Ahmedabad,2019
CUST0395,Customer_395,50,Female,Kolkata,2021
CUST0396,Customer_396,20,Male,Surat,2022
CUST0397,Customer_397,35,Male,Hyderabad,2019
CUST0398,Customer_398,42,Male,Hyderabad,2024
CUST0399,Customer_399,59,Male,Bangalore,2023
CUST0400,Customer_400,48,Male,Pune,2019
CUST0401,Customer_401,20,Male,Bangalore,2024
CUST0402,Customer_402,57,Male,Ahmedabad,2019
CUST0403,Customer_403,63,Female,Kolkata,2020
CUST0404,Customer_404,41,Female,Bangalore,2020
CUST0405,Customer_405,67,Female,Jaipur,2019
CUST0406,Customer_406,49,Female,Pune,2021
CUST0407,Customer_407,64,Female,Jaipur,2020
CUST0408,Customer_408,39,Male,Kolkata,2023
CUST0409,Customer_409,40,Female,Kolkata,2024
CUST0410,Customer_410,19,Female,Chennai,2022
CUST0411,Customer_411,44,Male,Delhi,2020
CUST0412,Customer_412,59,Male,Jaipur,2019
CUST0413,Customer_413,19,Female,Chennai,2021
CUST0414,Customer_414,43,Male,Ahmedabad,2022
CUST0415,Customer_415,34,Female,Mumbai,2024
CUST0416,Customer_416,57,Female,Pune,2024
CUST0417,Customer_417,50,Male,Mumbai,2020
CUST0418,Customer_418,26,Male,Surat,2024
CUST0419,Customer_419,60,Male,Ahmedabad,2024
CUST0420,Customer_420,65,Male,Ahmedabad,2021
CUST0421,Customer_421,56,Male,Mumbai,2021
CUST0422,Customer_422,46,Female,Jaipur,2021
CUST0423,Customer_423,59,Male,Delhi,2019
CUST0424,Customer_424,43,Male,Jaipur,2024
CUST0425,Customer_425,52,Male,Mumbai,2024
CUST0426,Customer_426,67,Female,Surat,2024
CUST0427,Customer_427,42,Male,Jaipur,2023
CUST0428,Customer_428,41,Male,Hyderabad,2021
CUST0429,Customer_429,30,Female,Jaipur,2022
CUST0430,Customer_430,24,Female,Kolkata,2020
CUST0431,Customer_431,53,Male,Chennai,2022
CUST0432,Customer_432,62,Female,Pune,2019
CUST0433,Customer_433,37,Male,Jaipur,2019
CUST0434,Customer_434,18,Male,Delhi,2024
CUST0435,Customer_435,25,Male,Delhi,2022
CUST0436,Customer_436,63,Male,Jaipur,2024
CUST0437,Customer_437,33,Female,Bangalore,2023
CUST0438,Customer_438,31,Male,Ahmedabad,2019
CUST0439,Customer_439,29,Male,Jaipur,2019
CUST0440,Customer_440,68,Female,Ahmedabad,2022
CUST0441,Customer_441,40,Female,Hyderabad,2019
CUST0442,Customer_442,32,Male,Mumbai,2023
CUST0443,Customer_443,45,Female,Hyderabad,2023
CUST0444,Customer_444,51,Male,Jaipur,2023
CUST0445,Customer_445,19,Female,Delhi,2020
CUST0446,Customer_446,49,Female,Bangalore,2023
CUST0447,Customer_447,40,Female,Surat,2023
CUST0448,Customer_448,39,Male,Ahmedabad,2020
CUST0449,Customer_449,68,Male,Chennai,2024
CUST0450,Customer_450,42,Male,Ahmedabad,2021
CUST0451,Customer_451,39,Male,Kolkata,2019
CUST0452,Customer_452,39,Male,Pune,2023
CUST0453,Customer_453,66,Female,Jaipur,2019
CUST0454,Customer_454,69,Male,Hyderabad,2022
CUST0455,Customer_455,59,Male,Chennai,2019
CUST0456,Customer_456,23,Female,Delhi,2024
CUST0457,Customer_457,32,Male,Delhi,2020
CUST0458,Customer_458,60,Female,Delhi,2019
CUST0459,Customer_459,54,Male,Surat,2019
CUST0460,Customer_460,50,Male,Kolkata,2019
CUST0461,Customer_461,25,Male,Delhi,2021
CUST0462,Customer_462,61,Male,Delhi,2021
CUST0463,Customer_463,61,Female,Jaipur,2022
CUST0464,Customer_464,22,Male,Kolkata,2020
CUST0465,Customer_465,56,Male,Bangalore,2019
CUST0466,Customer_466,21,Male,Bangalore,2019
CUST0467,Customer_467,23,Male,Kolkata,2019
CUST0468,Customer_468,62,Female,Pune,2019
CUST0469,Customer_469,49,Male,Surat,2021
CUST0470,Customer_470,69,Female,Chennai,2024
CUST0471,Customer_471,47,Female,Ahmedabad,2024
CUST0472,Customer_472,64,Female,Jaipur,2022
CUST0473,Customer_473,52,Female,Mumbai,2023
CUST0474,Customer_474,57,Male,Bangalore,2020
CUST0475,Customer_475,69,Male,Kolkata,2024
CUST0476,Customer_476,33,Male,Chennai,2019
CUST0477,Customer_477,30,Female,Kolkata,2024
CUST0478,Customer_478,67,Female,Ahmedabad,2022
CUST0479,Customer_479,59,Male,Chennai,2023
CUST0480,Customer_480,47,Female,Bangalore,2024
CUST0481,Customer_481,36,Male,Delhi,2022
CUST0482,Customer_482,34,Female,Kolkata,2021
CUST0483,Customer_483,36,Male,Mumbai,2023
CUST0484,Customer_484,45,Female,Bangalore,2022
CUST0485,Customer_485,43,Female,Hyderabad,2024
CUST0486,Customer_486,54,Male,Mumbai,2021
CUST0487,Customer_487,43,Male,Pune,2022
CUST0488,Customer_488,40,Male,Surat,2022
CUST0489,Customer_489,26,Male,Bangalore,2024
CUST0490,Customer_490,29,Male,Delhi,2023
CUST0491,Customer_491,18,Female,Bangalore,2021
CUST0492,Customer_492,18,Female,Ahmedabad,2019
CUST0493,Customer_493,64,Male,Chennai,2020
CUST0494,Customer_494,51,Male,Kolkata,2023
CUST0495,Customer_495,49,Female,Chennai,2021
CUST0496,Customer_496,65,Female,Chennai,2022
CUST0497,Customer_497,42,Male,Bangalore,2021
CUST0498,Customer_498,57,Female,Ahmedabad,2020
CUST0499,Customer_499,62,Female,Kolkata,2024
CUST0500,Customer_500,18,Male,Kolkata,2020
CUST0501,Customer_501,33,Male,Chennai,2019
CUST0502,Customer_502,56,Male,Pune,2019
CUST0503,Customer_503,22,Male,Surat,2020
CUST0504,Customer_504,39,Female,Ahmedabad,2023
CUST0505,Customer_505,46,Female,Pune,2023
CUST0506,Customer_506,20,Female,Jaipur,2022
CUST0507,Customer_507,29,Male,Jaipur,2019
CUST0508,Customer_508,43,Male,Mumbai,2022
CUST0509,Customer_509,33,Female,Chennai,2019
CUST0510,Customer_510,68,Female,Kolkata,2020
CUST0511,Customer_511,54,Male,Bangalore,2023
CUST0512,Customer_512,39,Male,Kolkata,2023
CUST0513,Customer_513,46,Female,Kolkata,2020
CUST0514,Customer_514,31,Male,Delhi,2022
CUST0515,Customer_515,45,Male,Kolkata,2022
CUST0516,Customer_516,22,Female,Mumbai,2021
CUST0517,Customer_517,64,Male,Pune,2019
CUST0518,Customer_518,66,Male,Jaipur,2022
CUST0519,Customer_519,47,Male,Kolkata,2020
CUST0520,Customer_520,63,Male,Kolkata,2022
CUST0521,Customer_521,69,Female,Delhi,2023
CUST0522,Customer_522,22,Male,Ahmedabad,2019
CUST0523,Customer_523,29,Male,Bangalore,2024
CUST0524,Customer_524,33,Female,Ahmedabad,2021
CUST0525,Customer_525,43,Female,Bangalore,2019
CUST0526,Customer_526,43,Female,Surat,2023
CUST0527,Customer_527,65,Male,Kolkata,2023
CUST0528,Customer_528,38,Male,Delhi,2023
CUST0529,Customer_529,56,Female,Hyderabad,2023
CUST0530,Customer_530,53,Female,Chennai,2020
CUST0531,Customer_531,50,Male,Jaipur,2021
CUST0532,Customer_532,47,Male,Pune,2024
CUST0533,Customer_533,54,Male,Jaipur,2023
CUST0534,Customer_534,40,Female,Pune,2023
CUST0535,Customer_535,27,Male,Surat,2022
CUST0536,Customer_536,22,Male,Ahmedabad,2021
CUST0537,Customer_537,53,Male,Mumbai,2019
CUST0538,Customer_538,51,Female,Kolkata,2021
CUST0539,Customer_539,69,Female,Hyderabad,2021
CUST0540,Customer_540,48,Male,Pune,2024
CUST0541,Customer_541,27,Female,Chennai,2021
CUST0542,Customer_542,36,Female,Pune,2024
CUST0543,Customer_543,49,Male,Mumbai,2023
